Name,Keph level,Facility type,Owner,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night
Kodula Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,2,HOMA BAY,KARACHUONYO,karachuonyo,WANG'CHIENG,No,No,No,No
Kapkuikui Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO SOUTH,marigat,MOCHONGOI,No,No,No,No
Tinomoi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BARINGO,BARINGO SOUTH,marigat,MARIGAT,No,No,No,No
PCEA Makupa Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Clinical Officers Council,0,0,MOMBASA,MVITA,mvita,TUDOR,No,No,No,No
Kapchemibei Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,BOMET,SOTIK,sotik,NDANAI/ABOSI,No,No,No,No
Kipajit Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,BOMET,SOTIK,sotik,CHEMAGEL,No,No,No,No
Kamirai Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,BOMET,SOTIK,sotik,CHEMAGEL,No,No,No,No
Kijebi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,SUBA,suba,GWASSI NORTH,No,No,No,No
Baharini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,AINABKOI,ainabkoi,AINABKOI/OLARE,No,No,No,No
St Michaels Uzima Laboratories Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NYANDARUA,KINANGOP,kinangop,MAGUMU,No,No,No,No
Chelopoy Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WEST POKOT,KACHELIBA,pokot north,KIWAWA,No,No,No,No
Global Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,KIAMBU,KIKUYU,kikuyu,KINOO,No,No,No,No
Kefri Clinic,Level 2,Dispensaries and clinic-out patient only,Parastatal,Other,0,0,KIAMBU,KIKUYU,kikuyu,SIGONA,No,No,No,No
Shacolas Orthodox Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Other,0,0,KIAMBU,KIKUYU,kikuyu,SIGONA,No,No,No,No
By Faith (PCEA)Mai-A-ihii women's Guild Dispensary,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Other,0,0,KIAMBU,KIKUYU,kikuyu,KARAI,No,No,No,No
Joy Medical Clinic (Lusigetti),Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,"NACHU",No,No,No,No
Caros Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KIKUYU,No,No,No,No
Imani Medical and Laboratory Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KINOO,No,No,No,No
Tumaini Medical and Laboratory Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,KIKUYU,kikuyu,KINOO,No,No,No,No
Jalaram Medical Services,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Private Practice,0,0,"NAIROBI",WESTLANDS,westlands,PARKLANDS/HIGHRIDGE,No,No,No,No
Bliss Health Care Limited,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,"NAIROBI",STAREHE,starehe,LANDIMAWE,No,No,No,No
B & L Healthcare(Naivasha),Level 3,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,"NAKURU","NAIVASHA",naivasha,LAKE VIEW,No,No,No,No
Emerging Infectious Disease Center,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,"NAIROBI",WESTLANDS,westlands,PARKLANDS/HIGHRIDGE,No,No,No,No
Mjanaheri Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,KILIFI,MAGARINI,magarini,MARAFA,No,No,No,No
Kokech Mirondo Health Center,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KASIPUL,kasipul,SOUTH KASIPUL,No,No,No,No
Nguguini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,NDIA,kirinyaga west,MUKURE,No,No,No,No
St Francis of Assis Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KASIPUL,kasipul,SOUTH KASIPUL,No,No,No,No
Mainga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KISUMU,KISUMU WEST,kisumu west,WEST KISUMU,No,No,No,No
Paloma Medical International,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,No,No,No,No
KYC Transmara,Level 2,VCT,Ministry of Health,Ministry of Health,0,0,"NAROK",KILGORIS,transmara west,SHANKOE,No,No,No,No
Bahati Hospital(Joska),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,MACHAKOS,MAVOKO,athi river,MUTHWANI,No,No,No,No
St Joseph's Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Clinical Officers Council,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU WEST,No,No,No,No
Koma Hill Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,MACHAKOS,MATUNGULU,matungulu,MATUNGULU WEST,No,No,No,No
Kory Family Hospital,Level 3,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,15,3,BUNGOMA,KANDUYI,kanduyi,TOWNSHIP,No,No,No,No
Creative Medical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,No,No,No,No
Holy Family Children's Home Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,6,0,UASIN GISHU,MOIBEN,moiben,KIMUMU,No,No,No,No
Afya Medical Clinic(Mwingi),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,No,No,No,No
Mosi Flower Farm Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KIAMBU,JUJA,juja,KALIMONI,No,No,No,No
Medizone Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIAMBU,JUJA,juja,KALIMONI,No,No,No,No
Nyamilu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MIGORI,SUNA WEST,suna west sub county,WASEWETA II,No,No,No,No
Masaria Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,MIGORI,SUNA WEST,suna west sub county,WASIMBETE,No,No,No,No
Qalanqalesa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,BANISSA,banissa,GUBA,No,No,No,No
Matisi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,WEBUTE WEST,webuye west,BOKOLI,No,No,No,No
Sunrise (K) Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,BUNGOMA,WEBUYE EAST,webuye east,MARAKA,No,No,Yes,No
Oasis of Hope Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,BUNGOMA,WEBUYE EAST,webuye east,MIHUU,No,No,No,No
Midodo Obuya Joy Haugesend,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Private Practice,3,3,HOMA BAY,NDHIWA,ndhiwa,KABUOCH SOUTH/PALA,No,No,No,No
Hareri Hosle Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA EAST,mandera east,TOWNSHIP,No,No,No,No
Odha Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA EAST,mandera east,TOWNSHIP,No,No,No,No
Sake dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA WEST,mandera west,GITHER,No,No,No,No
Tumaini Golden Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,1,0,KILIFI,KILIFI SOUTH,kilifi south,MTEPENI,No,No,No,No
Home Ground Nursing Home,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,15,4,SIAYA,UGUNJA,ugunja,UGUNJA,No,No,No,No
CFW Clinic Ugunja,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,SIAYA,UGUNJA,ugunja,UGUNJA,No,No,No,No
Doctors Worldwide Tembo Medical Centre,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Private Practice,11,2,MIGORI,NYATIKE,nyatike sub county,MUHURU,No,No,No,No
Enkipai Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAROK",KILGORIS,transmara west,KIMINTET,No,No,No,No
Ngendalel Dispensary (Transmara),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAROK",KILGORIS,transmara west,ANGATA BARIKOI,No,No,No,No
Bomet County Beyond Zero Mobile Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,BOMET EAST,bomet east,MERIGI,No,No,No,No
Kitui County Beyond Zero Campaign Mobile Clinic (3),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI EAST,kitui east,CHULUNI,No,No,No,No
Kitui County Beyond Zero Campaign Mobile Clinic KCA 423 F,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,TOWNSHIP,No,No,No,No
Shalom Community Wamunyu Satellite Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,1,1,MACHAKOS,MWALA,mwala,WAMUNYU,No,No,No,No
Afya Bora Medical Clinic (Mirangine),Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Other,0,0,NYANDARUA,OL KALOU,olkalou,MIRANGINE,No,No,No,No
Njoroge Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Other,2,2,NYANDARUA,OL KALOU,olkalou,MIRANGINE,No,No,No,No
Orego Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,1,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY EAST,No,No,No,No
St.Lawrence Hospital,Level 4,Secondary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Institution,30,10,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY EAST,No,No,No,No
Access Afya Medical Centre Viwandani,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,4,1,"NAIROBI",EMBAKASI SOUTH,embakasi south,KWA REUBEN,No,No,No,No
Kogelo Oasis Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MIGORI,RONGO,rongo sub county,CENTRAL KAMAGAMBO,No,No,No,No
Portland dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,No,No,No,No
Ndarasha Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,KIAMBU,JUJA,juja,KALIMONI,No,No,No,No
Rurii  Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OL KALOU,olkalou,KARAU,No,No,No,No
Kizimani mission Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,MACHAKOS,KANGUNDO,kangundo,KANGUNDO EAST,No,No,No,No
Alphond Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,3,0,KAKAMEGA,MUMIAS WEST,mumias west,MUMIAS CENTRAL,No,No,No,No
CFW Clinics Kibagare,Level 2,Basic primary health care facility,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,"NAIROBI",WESTLANDS,westlands,KITISURU,No,No,No,No
Lions Sightfirst Eye Hospital,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,103,0,"NAIROBI",WESTLANDS,westlands,KITISURU,No,No,No,No
Eagle Health Care Solution,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,"NAIROBI",WESTLANDS,westlands,MOUNTAIN VIEW,No,No,No,No
Mutituni Hope Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MACHAKOS,MACHAKOS TOWN,machakos,MUTITUNI,No,No,No,No
University of Nairobi MARPS Project,Level 2,Dispensaries and clinic-out patient only,Academic,Ministry of Health,0,0,MACHAKOS,MACHAKOS TOWN,machakos,MACHAKOS CENTRAL,No,No,No,No
Topcare Subukia Medical Center,Level 3,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,12,0,"NAKURU",SUBUKIA,subukia,SUBUKIA,No,No,No,No
Barut Medical clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,2,1,BARINGO,MOGOTIO,mogotio,EMINING,No,No,No,No
Neema Nursing Home,Level 3,Basic primary health care facility,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,15,3,KITUI,MWINGI NORTH,mwingi north,KYUSO,No,No,No,No
Kinoo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,KIKUYU,kikuyu,KINOO,No,No,No,No
P&D Health Clinic Ulanda,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Other,2,0,MIGORI,AWENDO,awendo sub county,SOUTH SAKWA,No,No,No,No
Aga Khan,Level 3,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,IGWAMITI,No,No,No,No
Appex Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,BUSIA,TESO NORTH,teso north,MALABA CENTRAL,No,No,No,No
Janeiro Nursing Home,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,25,2,HOMA BAY,HOMA BAY TOWN,homa bay town,HOMA BAY EAST,No,No,No,No
Oasis Care Centre Andapol Clinic Awendo,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Other,2,1,MIGORI,AWENDO,awendo sub county,SOUTH SAKWA,No,No,No,No
Mausa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAROK","NAROK SOUTH",narok south,LOITA,No,No,No,No
Nkoilale Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,"NAROK","NAROK WEST",narok west,SIANA,No,No,No,No
East Laikipia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,LAIKIPIA,LAIKIPIA NORTH,laikipia north,MUGOGODO EAST,No,No,No,No
Mumoni Maternity and Nursing Home,Level 3,Basic primary health care facility,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,8,8,KITUI,MWINGI NORTH,mwingi north,TSEIKURU,No,No,No,No
Asumbi Teachers Training College,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Ministry of Health,5,1,HOMA BAY,RANGWE,rangwe,EAST GEM,No,No,No,No
University of Nairobi MARPS Project Embu DICE,Level 2,Administrative Offices,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,KIRIMARI,No,No,No,No
Chriska M edical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),2,2,TRANS NZOIA,KIMININI,kiminini,WAITALUK,No,No,No,No
Kibabii University Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,6,0,BUNGOMA,KANDUYI,kanduyi,MARAKARU/TUUTI,No,No,No,No
Salaam Hospital,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,8,3,MOMBASA,MVITA,mvita,TONONOKA,No,No,No,No
Neema  Medical Clinic (Shimo La Tewa),Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KILIFI,KILIFI SOUTH,kilifi south,SHIMO LA TEWA,No,No,No,No
Kevote Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,MANYATTA,manyatta,GATURI NORTH,No,No,No,No
Sacred Heart of Jesus,Level 3,Basic primary health care facility,Other Faith Based,Kenya MPDB - Institution,3,0,"NAKURU",SUBUKIA,subukia,SUBUKIA,No,No,No,No
Mbale Specialist Health Centre,Level 3,Basic primary health care facility,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,24,5,VIHIGA,VIHIGA,vihiga,LUGAGA-WAMULUMA,No,No,No,No
Express Medical Clinic (Kirinyaga),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIRINYAGA,NDIA,kirinyaga west,KIINE,No,No,No,No
Tiba Medical Center,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,KURIA WEST,kuria west sub county,MASABA,No,No,No,No
Akidiva Kehancha Outpatient Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,5,5,MIGORI,KURIA WEST,kuria west sub county,BUKIRA EAST,No,No,No,No
Kohanga Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,5,5,MIGORI,KURIA WEST,kuria west sub county,MASABA,No,No,No,No
Nyankore Health Center,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,15,5,MIGORI,KURIA WEST,kuria west sub county,TAGARE,No,No,No,No
Musango Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KAKAMEGA,MUMIAS EAST,mumias east,LUSHEYA/LUBINU,No,No,No,No
Mohamed Dahir Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,GARISSA,IJARA,ijara,MASALANI,No,No,No,No
Kericho Teachers Training College Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Academic,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,KIPCHEBOR,No,No,No,No
Chesanga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,KIPCHEBOR,No,No,No,No
Chepkombe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,SHINYALU,shinyalu,ISUKHA CENTRAL,No,No,No,No
JANCAM Medical Centre,Level 3,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,4,0,"NAKURU",SUBUKIA,subukia,SUBUKIA,No,No,No,No
